country,year,countryyear,iso3c,iso3n,cowcode,hrmicode,disap_mean,disap_sd,disap_lo,disap_hi,exkill_mean,exkill_sd,exkill_lo,exkill_hi,arrest_mean,arrest_sd,arrest_lo,arrest_hi,tort_mean,tort_sd,tort_lo,tort_hi,dpex_mean,dpex_sd,dpex_lo,dpex_hi,express_mean,express_sd,express_lo,express_hi,polpart_mean,polpart_sd,polpart_lo,polpart_hi,assem_mean,assem_sd,assem_lo,assem_hi,rel_mean,rel_sd,rel_lo,rel_hi,physint_mean,physint_sd,physint_lo,physint_hi,empower_mean,empower_sd,empower_lo,empower_hi
South Korea,2023,KOR2023,KOR,410,732,16,8.6933575,.42884144,8.1444407,9.2422743,8.3943634,.53699207,7.7070136,9.0817137,6.8454242,.52334142,6.1755471,7.5153012,7.3748593,.64296383,6.5518656,8.1978531,10,0,10,10,6.3044705,.94813925,5.0908523,7.5180888,7.1590767,.64261073,6.336535,7.9816184,4.8040633,.70573288,3.9007251,5.7074013,8.9533815,.67795968,8.0855932,9.8211699,7.8467226,.88646877,6.7120428,8.9814024,5.7852397,.89515847,4.6394367,6.9310427
United States,2017,USA2017,USA,840,2,17,7.0749698,.27338266,6.72504,7.4248996,4.8750982,.62704736,4.0724778,5.6777186,4.9700627,.55869818,4.2549291,5.6851964,4.7247272,.48498842,4.1039419,5.3455124,7.4877887,.411652,6.9608741,8.0147028,5.647172,.8086518,4.6120977,6.6822462,4.1439233,.77037621,3.1578417,5.1300049,5.882627,.85564625,4.7873998,6.9778543,,,,,4.7233624,.78073198,3.7240255,5.7226992,5.2311525,.99063194,3.9631436,6.4991612
United States,2018,USA2018,USA,840,2,17,7.0544214,.26478031,6.7155027,7.3933401,4.9644456,.32462689,4.548923,5.3799682,4.8853149,.35345286,4.4328952,5.3377347,4.0638227,.27224463,3.7153497,4.4122958,6.2929821,.38092235,5.8054013,6.7805629,5.9082823,.31970507,5.4990597,6.3175049,4.9165034,.33575866,4.4867325,5.3462744,6.6888933,.33384749,6.2615685,7.1162181,,,,,4.5457649,.73755491,3.6016946,5.4898353,5.8049974,.67294568,4.9436269,6.666368
United States,2019,USA2019,USA,840,2,17,7.5283418,.36019853,7.0672874,7.9893961,4.997849,.23536538,4.6965814,5.2991166,5.2742801,.23482096,4.9737091,5.574851,4.2247772,.22942762,3.9311099,4.5184445,5.4534431,.28420824,5.0896564,5.8172297,5.6836648,.23642179,5.3810449,5.9862847,5.126822,.25730833,4.7974672,5.4561768,6.5200963,.24441697,6.2072425,6.8329501,,,,,4.8844786,.77927417,3.8870077,5.8819494,5.7611585,.64967674,4.9295721,6.5927448
United States,2020,USA2020,USA,840,2,17,6.8380208,.29251352,6.4636035,7.2124381,4.8475027,.25565207,4.520268,5.1747375,5.0966063,.31602168,4.6920986,5.5011139,4.3387218,.2802074,3.9800563,4.6973872,5.4370742,.30739573,5.0436077,5.8305407,5.3612118,.3329654,4.9350162,5.7874074,4.7167506,.28565088,4.3511176,5.0823836,5.173121,.29665846,4.7933984,5.5528436,,,,,4.3879027,.71192324,3.4766409,5.2991643,4.8452997,.66723001,3.9912453,5.6993542
United States,2021,USA2021,USA,840,2,17,7.6086521,.26791158,7.2657251,7.9515791,4.9457521,.38779813,4.4493704,5.4421339,6.0974941,.30630928,5.7054181,6.4895701,5.0138946,.41857967,4.4781127,5.5496764,5.9377127,.49601221,5.3028169,6.5726085,6.0722451,.37541756,5.5917106,6.5527797,5.1586475,.36401808,4.6927042,5.6245909,6.1313562,.34567097,5.6888976,6.5738149,,,,,5.036098,.73658073,4.0932746,5.9789214,5.5832629,.72067261,4.6608019,6.505724
United States,2022,USA2022,USA,840,2,17,7.7947211,.19391024,7.5465159,8.0429258,5.1829824,.28957334,4.8123283,5.5536366,5.2499313,.24602419,4.9350204,5.5648422,4.9169049,.27272826,4.5678129,5.2659969,6.0853124,.3741098,5.606452,6.5641727,6.2789021,.38342655,5.788116,6.7696881,5.2345018,.33509567,4.8055792,5.6634245,5.9014626,.34666154,5.457736,6.3451891,7.7029891,.40423998,7.1855621,8.2204161,5.2129688,.74903446,4.2542048,6.1717329,5.8792729,.6447742,5.0539618,6.7045841
United States,2023,USA2023,USA,840,2,17,7.6115818,.2455484,7.2972798,7.9258838,5.3255658,.34742498,4.8808618,5.7702699,4.960371,.3290827,4.539145,5.381597,4.6440887,.22857392,4.3515143,4.9366632,5.943779,.41204014,5.4163675,6.4711905,6.2550411,.36896041,5.7827716,6.7273107,5.375113,.37462178,4.895597,5.854629,5.6405354,.45526633,5.0577946,6.2232761,7.2761908,.43527323,6.7190409,7.8333406,5.0007505,.73571485,4.0590353,5.9424658,5.6793437,.64816117,4.8496976,6.5089898
Venezuela,2017,VEN2017,VEN,862,101,18,4.7297344,.59097672,3.9732842,5.4861846,5.3352842,.71697909,4.417551,6.2530174,3.2232153,.53232986,2.5418332,3.9045975,3.5068228,.54745126,2.8060851,4.2075605,10,0,10,10,2.8477192,1.4911499,.93904734,4.756391,1.9033079,1.0301653,.58469629,3.2219195,2.25964,.93002683,1.0692056,3.4500744,,,,,3.4109206,.95529211,2.1881468,4.6336946,1.8615012,.9666003,.62425286,3.0987496
Venezuela,2018,VEN2018,VEN,862,101,18,4.7134805,.45369089,4.1327562,5.2942047,3.9352894,.45769998,3.3494334,4.5211453,3.1116929,.40612152,2.5918574,3.6315284,3.4521251,.27906322,3.0949242,3.8093259,10,0,10,10,2.5629187,.29522252,2.1850338,2.9408035,2.4656863,.27633497,2.1119776,2.8193951,3.0757976,.31293899,2.6752357,3.4763594,,,,,2.7408936,.74064285,1.7928708,3.6889164,2.3775518,.67817348,1.5094898,3.2456138
Venezuela,2019,VEN2019,VEN,862,101,18,4.2164907,.34076425,3.7803125,4.652669,3.303581,.21034117,3.0343442,3.5728178,3.0640006,.26882556,2.7199039,3.4080973,3.5913377,.20305727,3.3314245,3.8512509,10,0,10,10,2.8114233,.17828062,2.5832241,3.0396225,2.6910157,.160365,2.4857485,2.8962829,3.3532114,.1589976,3.1496944,3.5567284,,,,,2.351167,.73037773,1.4162835,3.2860506,2.5393674,.65665948,1.6988432,3.3798916
Venezuela,2020,VEN2020,VEN,862,101,18,4.4425893,.34136942,4.0056362,4.8795424,3.5397806,.24746762,3.223022,3.8565392,3.5254359,.22924376,3.2320039,3.8188679,4.0724607,.19204099,3.8266482,4.3182731,10,0,10,10,3.0011394,.20660764,2.7366817,3.2655971,2.7383177,.17696911,2.5117972,2.9648383,3.1585453,.16934055,2.9417894,3.3753011,,,,,2.5017946,.72948426,1.5680547,3.4355345,2.6525123,.64187086,1.8309176,3.474107
Venezuela,2021,VEN2021,VEN,862,101,18,4.8451452,.49792123,4.2078061,5.4824843,4.4066887,.6761477,3.5412197,5.2721577,4.2333026,.41049159,3.7078733,4.7587318,4.1541753,.35923222,3.6943581,4.6139927,10,0,10,10,3.1536446,.23612446,2.8514051,3.455884,2.9798484,.41012782,2.4548848,3.504812,3.4105556,.2920284,3.0367591,3.7843521,,,,,3.4035609,.877626,2.2801995,4.5269222,2.8255546,.67627031,1.9599286,3.6911807
Venezuela,2022,VEN2022,VEN,862,101,18,5.2304912,.33496216,4.8017397,5.6592426,4.894176,.50462568,4.2482553,5.5400968,4.8397517,.28595826,4.4737253,5.2057781,4.3194346,.31181467,3.9203119,4.7185574,10,0,10,10,3.1779513,.24872082,2.8595886,3.496314,3.2439606,.37090084,2.7692075,3.7187138,3.5354025,.31118947,3.13708,3.9337251,6.4020247,.8179214,5.3550854,7.4489641,3.7489135,.71293533,2.8363564,4.6614709,3.1109731,.66545862,2.259186,3.9627602
Venezuela,2023,VEN2023,VEN,862,101,18,4.7068553,.37958261,4.2209897,5.1927209,4.5392175,.43142805,3.9869895,5.0914454,4.2015123,.36692595,3.731847,4.6711774,3.817821,.40927973,3.2939429,4.3416991,10,0,10,10,2.7689769,.34011722,2.333627,3.2043269,2.7602684,.35416955,2.3069315,3.2136054,2.9617391,.3234379,2.5477386,3.3757396,6.1672616,1.0084506,4.8764448,7.4580784,3.1136112,.74836814,2.1557,4.0715222,2.5168355,.71056348,1.6073142,3.4263568
Vietnam,2017,VNM2017,VNM,704,816,19,6.5550151,.36117777,6.0927076,7.0173225,6.2661042,.46818045,5.6668334,6.865375,3.9762807,.2824724,3.6147161,4.3378453,3.6801283,.26059443,3.3465674,4.013689,5.251843,.55409175,4.5426054,5.9610806,1.8966424,.92034221,.71860445,3.0746806,1.4886284,.93760878,.28848916,2.6887677,1.646374,.83043897,.58341211,2.7093358,,,,,4.7356052,.78999084,3.724417,5.7467937,1.2078249,.75090122,.24667138,2.1689785
Vietnam,2018,VNM2018,VNM,704,816,19,6.0750475,.29691175,5.6950006,6.4550943,5.9825401,.36370566,5.5169969,6.4480834,3.475462,.27177256,3.127593,3.8233309,3.8503654,.20760317,3.5846334,4.1160975,4.847033,.439527,4.2844386,5.4096274,2.2331946,.25885311,1.9018626,2.5645266,2.3483627,.33130512,1.9242921,2.7724333,2.9815812,.314338,2.5792286,3.3839338,,,,,4.2250199,.75129086,3.2633677,5.1866722,2.1082251,.67007852,1.2505246,2.9659257
Vietnam,2019,VNM2019,VNM,704,816,19,4.9444079,.27829945,4.5881848,5.300631,6.3752499,.30169588,5.989079,6.7614207,3.6195571,.28610462,3.2533433,3.9857709,4.3594437,.22522439,4.0711565,4.6477308,4.9188676,.44877139,4.34444,5.4932952,2.4282246,.16053745,2.2227366,2.6337125,2.6920359,.16884612,2.4759128,2.908159,3.2244289,.17029519,3.0064511,3.4424067,,,,,3.6963096,.70939273,2.7882869,4.6043324,2.4304202,.66507345,1.5791261,3.2817142
Vietnam,2020,VNM2020,VNM,704,816,19,6.7615066,.26879385,6.4174504,7.1055627,6.8421097,.25976217,6.509614,7.1746054,4.3803172,.23444058,4.0802331,4.6804013,4.6131587,.19945194,4.3578601,4.8684573,5.3503132,.4006038,4.8375401,5.8630862,2.7053137,.16282199,2.4969015,2.9137259,2.8360815,.14804989,2.6465776,3.0255854,3.0897412,.14163671,2.9084463,3.2710361,,,,,5.1412535,.71768039,4.2226224,6.0598845,2.4961436,.67018551,1.6383061,3.353981
Vietnam,2021,VNM2021,VNM,704,816,19,6.7693176,.24426146,6.4566631,7.0819721,6.8841672,.24071611,6.5760508,7.1922836,4.5059614,.16263628,4.2977872,4.7141356,4.4808254,.20367138,4.2201262,4.7415247,5.5536547,.38949755,5.0550976,6.0522118,2.8508677,.15185606,2.656492,3.0452435,2.7237525,.20627373,2.459722,2.987783,2.8510959,.15076527,2.6581163,3.0440755,2.8801525,.24277191,2.5694044,3.1909006,5.121294,.70097727,4.2240429,6.0185452,2.3578529,.64161122,1.5365906,3.1791153
Vietnam,2022,VNM2022,VNM,704,816,19,6.3732867,.28629911,6.006824,6.7397494,6.6204634,.27534121,6.2680268,6.9728999,4.2898722,.19986768,4.0340414,4.5457029,4.1047096,.22361156,3.8184869,4.3909326,5.3976064,.57488918,4.6617484,6.1334643,2.8218536,.16477749,2.6109385,3.0327687,2.4710286,.26521114,2.1315584,2.8104987,2.7447424,.18219148,2.5115373,2.9779475,2.7039232,.18173286,2.4713051,2.9365413,4.6649504,.71088964,3.7550116,5.5748892,2.2126827,.65057683,1.3799443,3.0454211
Vietnam,2023,VNM2023,VNM,704,816,19,6.3420491,.50689131,5.6932282,6.99087,6.3256836,.56614882,5.6010132,7.050354,4.3239856,.31073949,3.926239,4.7217321,3.9868643,.413102,3.4580939,4.515635,4.9405532,1.0224826,3.6317754,6.249331,2.7788837,.30231678,2.3919182,3.1658492,2.6761937,.44208187,2.1103289,3.2420585,2.5327842,.32977575,2.1106713,2.9548972,2.3632143,.27823585,2.0070724,2.7193561,4.5618129,.70294911,3.6620381,5.4615879,2.2576342,.69083834,1.3733611,3.1419072
American Samoa,2019,ASM2019,ASM,16,,20,7.9286475,.54906636,7.2258425,8.6314526,,,,,9.1520882,1.0545288,7.8022914,10.501885,6.6455741,.7688846,5.6614017,7.6297464,10,0,10,10,7.9765444,.65827459,7.1339531,8.8191357,7.8873706,.52645385,7.2135096,8.5612316,8.0307741,.51810473,7.3676,8.6939478,,,,,7.289248,1.1015497,5.8792644,8.6992321,7.9557428,.74946469,6.996428,8.9150572
American Samoa,2020,ASM2020,ASM,16,,20,,,,,,,,,,,,,,,,,10,0,10,10,,,,,7.136939,1.0285658,5.820375,8.4535036,,,,,,,,,,,,,,,,
Cook Islands,2018,COK2018,COK,184,,21,8.4476881,.54191458,7.7540374,9.1413383,8.3452034,.88419187,7.213438,9.4769688,8.3480768,.75885874,7.3767376,9.319416,7.3791099,.74141449,6.4300995,8.3281202,10,0,10,10,6.8381696,.47914928,6.2248583,7.4514809,6.6376257,.7639268,5.6597996,7.6154518,9.2506571,.64112169,8.4300213,10.071293,,,,,7.7187147,.86360025,6.6133065,8.8241234,7.7442489,.71101278,6.8341527,8.6543455
Cook Islands,2019,COK2019,COK,184,,21,8.7785301,.33192816,8.3536625,9.2033978,8.5320721,.38199946,8.0431128,9.0210314,8.4919729,.47441784,7.8847179,9.0992279,7.6383815,.45577458,7.0549898,8.2217731,10,0,10,10,6.7848263,.42030153,6.2468405,7.3228121,7.0239444,.4107385,6.498199,7.5496898,8.6356173,.40535083,8.1167679,9.1544666,,,,,8.2914591,.75876266,7.3202429,9.2626753,7.5800691,.73977739,6.6331539,8.5269842
Cook Islands,2020,COK2020,COK,184,,21,8.7683306,.23143749,8.4720907,9.0645704,8.6501045,.22739901,8.3590336,8.9411755,8.6278677,.25668025,8.2993174,8.956418,8.0823212,.33812574,7.6495204,8.5151224,10,0,10,10,6.3582144,.53567666,5.6725483,7.0438805,7.7305202,.36351657,7.2652192,8.1958218,7.9236989,.41295052,7.3951221,8.4522753,,,,,8.3551331,.73312163,7.4167376,9.2935286,7.3556228,.78818262,6.3467488,8.3644962
Cook Islands,2021,COK2021,COK,184,,21,8.8104029,.24098983,8.501936,9.1188698,8.8239956,.28277105,8.4620485,9.1859426,8.7753448,.26645792,8.4342785,9.1164112,8.0158482,.40710691,7.4947515,8.5369453,10,0,10,10,6.7425051,.52583152,6.0694408,7.4155693,7.704639,.45684195,7.1198812,8.2893963,8.1178255,.43313694,7.5634103,8.6722412,,,,,8.4254742,.7561931,7.4575472,9.3934011,7.6386046,.75903255,6.6670432,8.6101665
Cook Islands,2022,COK2022,COK,184,,21,8.9337206,.37979376,8.4475842,9.419857,8.8985872,.41450897,8.3680153,9.4291592,8.8781395,.48171812,8.2615404,9.4947386,7.4366226,.57513779,6.7004461,8.1727991,10,0,10,10,6.6152916,.68704528,5.7358737,7.4947095,6.1052942,.95768726,4.8794546,7.3311338,8.1946802,.80931145,7.1587615,9.2305984,,,,,8.5914841,.73310757,7.6531062,9.5298615,7.1932783,.75553215,6.2261972,8.1603594
FSM,2019,FSM2019,FSM,583,987,22,9.5384207,1.3037356,7.8696389,11.207202,,,,,8.3975325,1.106621,6.9810576,9.8140078,6.1545939,.99497586,4.8810248,7.4281631,10,0,10,10,6.9839964,.76162809,6.0091124,7.9588804,7.6741991,.75916564,6.702467,8.6459312,8.7486219,.86523187,7.6411252,9.8561192,,,,,8.3461485,1.1614985,6.8594303,9.8328667,8.044136,.88540649,6.9108157,9.1774559
FSM,2020,FSM2020,FSM,583,987,22,9.5448294,1.0411104,8.2122078,10.877451,9.0478468,.83469838,7.9794331,10.116261,8.7039118,.89129007,7.5630603,9.8447628,8.0684633,.90526295,6.9097266,9.2271996,10,0,10,10,6.5185099,.80991662,5.4818168,7.555203,6.6095829,1.260385,4.9962902,8.2228756,8.6267681,.74167943,7.6774182,9.5761175,,,,,9.2423086,1.1160879,7.8137159,10.670901,7.4620113,.9002769,6.3096571,8.6143656
French Polynesia,2019,PYF2019,PYF,258,,23,9.6782761,.77967483,8.6802921,10.67626,8.3626747,.79680455,7.3427649,9.3825846,6.7235923,1.4772584,4.8327017,8.6144829,7.114821,.70964265,6.2064786,8.0231638,10,0,10,10,5.5770936,.91425365,4.4068489,6.7473383,6.7366705,.58925313,5.9824266,7.4909143,7.6791,.65519667,6.8404484,8.5177517,,,,,8.5612316,.91326076,7.3922577,9.7302055,6.5821557,.81101948,5.5440507,7.6202607
French Polynesia,2020,PYF2020,PYF,258,,23,8.9917994,.48006251,8.3773193,9.6062794,8.5405188,.50605077,7.8927736,9.1882639,7.4639573,.82169461,6.4121881,8.5157261,7.2745304,.51156884,6.6197224,7.9293385,10,0,10,10,5.4257064,.79504925,4.4080434,6.4433694,6.8439364,.55501854,6.1335125,7.5543604,7.0211182,.72516143,6.0929117,7.9493246,,,,,8.0966225,.74534982,7.1425748,9.0506706,6.3358464,.75842988,5.365056,7.3066368
French Polynesia,2021,PYF2021,PYF,258,,23,8.6837673,.37976658,8.1976662,9.1698685,8.6986332,.40793386,8.1764774,9.220789,8.0294619,.4821187,7.4123497,8.646574,7.5834465,.47608796,6.9740539,8.1928387,10,0,10,10,6.4672666,.65145242,5.6334076,7.3011255,7.5756354,.62232119,6.7790642,8.3722067,7.1559992,1.0251213,5.8438439,8.4681549,,,,,8.2293854,.80546671,7.1983881,9.2603827,6.9957104,.77164882,6.0079999,7.9834208
Guam,2018,GUM2018,GUM,316,,24,9.2487984,.57131624,8.5175133,9.9800835,8.0462208,.54081059,7.3539834,8.7384586,7.7970233,.49729085,7.160491,8.4335556,7.3234634,.4618274,6.7323246,7.9146023,10,0,10,10,7.1703496,.51601702,6.5098476,7.8308516,7.5670767,.42764246,7.0196943,8.114459,7.9220066,.63839358,7.1048627,8.73915,,,,,8.1341362,.7990104,7.111403,9.1568699,7.7660799,.82418096,6.7111282,8.8210316
Guam,2019,GUM2019,GUM,316,,24,9.0219069,.44976908,8.4462023,9.5976114,8.0819712,.37800676,7.5981226,8.5658197,7.7692552,.3344821,7.3411179,8.1973925,7.729908,.34693071,7.2858367,8.1739798,10,0,10,10,7.4128156,.3825182,6.9231925,7.9024386,7.7020278,.3387309,7.2684522,8.135603,7.8844018,.42014995,7.3466101,8.4221935,,,,,8.0755949,.77244562,7.0868645,9.0643253,7.6804023,.66572177,6.8282785,8.532526
Guam,2020,GUM2020,GUM,316,,24,7.8974223,.46819219,7.2981362,8.4967079,7.875021,.42541856,7.3304853,8.4195566,7.4329081,.46047711,6.8434973,8.0223188,7.5918388,.65367377,6.7551365,8.4285412,10,0,10,10,7.9339428,.62766463,7.1305323,8.7373533,7.388412,.75664425,6.4199076,8.3569164,7.0182619,.78857934,6.0088801,8.0276432,,,,,7.1172085,.77441579,6.1259561,8.1084604,7.23738,.95374924,6.0165811,8.4581795
Kiribati,2019,KIR2019,KIR,296,946,25,8.8132563,.69478405,7.9239326,9.7025795,7.2917233,.92865717,6.1030421,8.4804049,6.9327135,1.2039771,5.391623,8.4738045,7.20366,.77466238,6.2120924,8.1952276,10,0,10,10,6.0768771,.57639474,5.3390918,6.8146625,6.768981,.90264308,5.6135979,7.9243641,7.5254707,.97472006,6.2778292,8.7731123,,,,,7.2830138,.9134503,6.1137977,8.4522305,6.7263489,.8611387,5.6240911,7.8286066
Kiribati,2020,KIR2020,KIR,296,946,25,8.6864605,.42728776,8.1395321,9.2333889,8.1417751,.52867275,7.4650741,8.8184767,7.718636,.66578364,6.8664331,8.5708389,7.4070377,.54354829,6.7112961,8.1027794,10,0,10,10,5.7336183,.46236181,5.1417952,6.3254414,7.1501479,.67257911,6.2892466,8.0110493,7.3626933,.55239749,6.6556244,8.0697622,,,,,7.9466004,.80658561,6.9141707,8.9790297,6.7877326,.67632711,5.9220338,7.6534314
Kiribati,2021,KIR2021,KIR,296,946,25,8.3199577,.47441688,7.7127042,8.9272118,8.32547,.4877021,7.7012115,8.949729,7.8500466,.43537229,7.2927699,8.4073229,7.2706141,.56483573,6.5476246,7.9936037,10,0,10,10,6.6017785,1.0821071,5.2166815,7.9868755,7.5953684,.83847553,6.5221195,8.6686172,7.2573276,.70903021,6.3497691,8.1648865,,,,,7.878201,.77556872,6.8854733,8.8709288,6.8564892,.7683897,5.8729506,7.8400278
Marshall Islands,2019,MHL2019,MHL,584,983,26,7.2338362,.78182346,6.2331023,8.2345705,7.6047301,1.0075413,6.3150773,8.8943834,7.1510167,1.0568212,5.7982855,8.5037479,6.2848892,1.0384294,4.9556994,7.614079,10,0,10,10,6.3085723,1.2473159,4.712008,7.9051366,6.9883323,.68314469,6.1139069,7.8627577,,,,,,,,,6.6473684,.98375624,5.3881602,7.9065766,,,,
Marshall Islands,2020,MHL2020,MHL,584,983,26,6.4368234,.97932857,5.1832829,7.6903639,7.1615181,.68277395,6.2875676,8.0354691,6.4614077,.95957577,5.2331505,7.6896648,5.721323,1.2134472,4.1681104,7.2745357,10,0,10,10,,,,,6.7753344,1.0164948,5.4742212,8.0764475,,,,,,,,,5.6207256,.94888443,4.4061537,6.8352976,,,,
Nauru,2018,NRU2018,NRU,520,970,27,8.2235165,.62849987,7.4190369,9.0279961,7.0604658,.9419772,5.8547349,8.2661963,4.1313815,1.1493068,2.6602688,5.6024942,7.4252915,.77886063,6.42835,8.4222336,10,0,10,10,3.6587589,.77098829,2.6718938,4.6456237,5.8588309,.57063454,5.1284189,6.5892429,4.6579895,1.2656685,3.0379338,6.2780452,,,,,6.8894386,.93537462,5.6921592,8.0867186,4.5450177,.90637559,3.3848569,5.7051783
Nauru,2019,NRU2019,NRU,520,970,27,8.6187601,.43700898,8.0593882,9.1781321,7.6524982,.57381761,6.9180117,8.3869848,5.3802271,1.0790619,3.999028,6.7614264,7.2093534,.60937393,6.4293547,7.9893522,10,0,10,10,3.5775163,.78683394,2.5703688,4.5846639,6.1708431,.53046209,5.4918518,6.8498344,4.2774825,1.0726111,2.9045403,5.6504245,,,,,6.9668522,.77109045,5.9798565,7.9538479,4.2004318,.80642354,3.1682098,5.2326541
New Caledonia,2018,NCL2018,NCL,540,,28,9.75,.64269686,8.9273481,10.572652,8.3670483,.60387784,7.5940847,9.1400118,8.0461626,.50397003,7.4010811,8.6912441,6.4583392,.58540094,5.7090259,7.2076526,10,0,10,10,5.711206,.53929073,5.0209136,6.4014983,6.6821365,.61440748,5.8956947,7.4685783,8.5942745,.45473313,8.0122166,9.1763325,,,,,8.620574,.8114832,7.5818753,9.6592722,6.9887486,.68997318,6.1055827,7.8719144
New Caledonia,2019,NCL2019,NCL,540,,28,9.141386,.34071746,8.7052679,9.5775042,8.2455616,.31811467,7.8383746,8.6527481,8.0492601,.27553728,7.6965723,8.401948,7.6711259,.28379044,7.3078742,8.0343781,10,0,10,10,6.906723,.35455081,6.452898,7.360548,7.6769452,.35462978,7.2230191,8.1308718,8.2517519,.22294027,7.9663882,8.5371151,,,,,8.2784538,.74730623,7.3219018,9.2350054,7.6717625,.66939533,6.8149366,8.5285883
New Caledonia,2020,NCL2020,NCL,540,,28,8.6666622,.26233307,8.3308764,9.0024481,8.3095894,.26308113,7.9728456,8.6463337,8.095232,.31540522,7.6915135,8.498951,7.9264479,.25746313,7.5968952,8.2560005,10,0,10,10,7.426765,.45598456,6.8431048,8.0104256,7.8131757,.32321543,7.3994598,8.2268915,7.9411936,.22711691,7.6504841,8.2319031,,,,,8.1053305,.7625137,7.129313,9.0813484,7.7399883,.68548852,6.8625631,8.6174135
